n,Row,Column,Field,Mean/s.d.,%SatPix,MaxCountRatio,Area,Circ.,AR,Solidity,Round,Mean-Cy3,IntDen-Cy3,Mean-FITC,IntDen-FITC,Mean-TL-Brightfield,IntDen-TL-Brightfield
628,B,04,005,0.776,0.0001907,0.7018,40.9332,0.9424,1.2872,0.9967,0.7769,198.6789,8132.5608,284.4849,11644.8742,1756.0268,71879.7626
629,B,04,005,0.776,0.0001907,0.7018,54.4863,0.8106,1.995,1.0127,0.5012,197.6884,10771.3135,266.5327,14522.381,1898.6432,103450.061
630,B,04,005,0.776,0.0001907,0.7018,23.8206,0.8957,1.4985,0.9831,0.6673,210.8736,5023.1448,298.0517,7099.7851,1891.3851,45054.017
631,B,04,005,0.776,0.0001907,0.7018,21.6302,0.9706,1.1372,0.9937,0.8793,198.6013,4295.7937,269.7089,5833.8683,1855.8671,40142.8566
632,B,04,005,0.776,0.0001907,0.7018,21.0826,0.9289,1.2392,1.0065,0.807,195.013,4111.389,257.7013,5433.0243,1930.5779,40701.6835
633,B,04,005,0.776,0.0001907,0.7018,116.7759,0.7531,1.9511,0.9749,0.5125,624.5604,72933.6209,286.5803,33465.6826,1683.5615,196599.471
634,B,04,005,0.776,0.0001907,0.7018,70.5036,0.8544,1.7133,0.9952,0.5837,778.299,54872.9153,358.5262,25277.4035,1936.8641,136555.97
635,B,04,005,0.776,0.0001907,0.7018,26.0111,0.8729,1.1876,0.95,0.842,203.4684,5292.4277,273.8632,7123.4688,1801.4211,46856.8567
636,B,04,005,0.776,0.0001907,0.7018,36.5524,0.7722,1.3766,0.9336,0.7264,204.9438,7491.183,282.5019,10326.1139,1702.6105,62234.4538
637,B,04,005,0.776,0.0001907,0.7018,67.0811,0.9237,1.3012,0.9869,0.7685,198.9592,13346.4077,273.8143,18367.7728,1898.9918,127386.526
638,B,04,005,0.776,0.0001907,0.7018,29.1598,0.9621,1.1495,0.9595,0.8699,196.8779,5740.913,265.4836,7741.4367,1860.6009,54254.6737
639,B,04,005,0.776,0.0001907,0.7018,30.6657,0.933,1.3575,0.9697,0.7367,202.8125,6219.3794,280.3482,8597.0634,1660.9643,50934.5683
640,B,04,005,0.776,0.0001907,0.7018,23.273,0.7319,2.1318,0.9315,0.4691,199.5824,4644.8894,281.3824,6548.6246,1716.8706,39956.8091
641,B,05,001,0.9128,0.0001907,0.6901,141.0073,0.9745,1.2481,1.0024,0.8012,556.2728,78438.5178,262.4806,37011.6735,1653.4883,233153.898
642,B,05,001,0.9128,0.0001907,0.6901,97.8837,0.9314,1.1834,1.0007,0.845,1076.5385,105375.563,271.5287,26578.2299,1728.7063,169212.161
643,B,05,001,0.9128,0.0001907,0.6901,75.1583,0.9444,1.2645,1.0009,0.7908,271.1129,20376.3737,267.3479,20093.4008,1741.133,130860.508
644,B,05,001,0.9128,0.0001907,0.6901,121.2936,0.9794,1.1217,0.9994,0.8915,210.263,25503.5627,277.1005,33610.5231,1571.4639,190608.579
645,B,05,001,0.9128,0.0001907,0.6901,134.9837,0.9377,1.3782,0.998,0.7256,970.9006,131055.727,265.0558,35778.2021,1710.1866,230847.265
646,B,05,001,0.9128,0.0001907,0.6901,110.6154,0.9661,1.2289,1.0044,0.8138,495.0272,54757.6453,266.3168,29458.7485,1677.5186,185559.423
647,B,05,001,0.9128,0.0001907,0.6901,132.6564,0.9443,1.3258,0.9768,0.7543,209.2683,27760.7744,268.1981,35578.1908,1583.033,209999.407
648,B,05,001,0.9128,0.0001907,0.6901,158.1198,0.9399,1.3891,0.9996,0.7199,814.4866,128786.468,269.5169,42615.96,1710.3671,270442.931
649,B,05,001,0.9128,0.0001907,0.6901,86.9317,0.9654,1.3201,0.9937,0.7575,1634.2693,142069.765,292.263,25406.9111,1663.1575,144581.064
650,B,05,001,0.9128,0.0001907,0.6901,126.359,0.9325,1.432,1.0005,0.6983,206.8527,26137.6848,261.1701,33001.18,1579.7508,199615.658
651,B,05,001,0.9128,0.0001907,0.6901,108.2881,0.94,1.4232,1.0096,0.7026,1352.0278,146408.545,269.2933,29161.2642,1673.7408,181246.243
652,B,05,001,0.9128,0.0001907,0.6901,125.1269,0.9652,1.173,1.0027,0.8525,1360.4508,170228.919,272.86,34142.1069,1659.3173,207625.146
653,B,05,001,0.9128,0.0001907,0.6901,106.6453,0.9612,1.2264,1.0091,0.8154,206.1502,21984.9519,261.7548,27914.9241,1618.3068,172584.836
654,B,05,001,0.9128,0.0001907,0.6901,94.3243,0.8896,1.1621,0.9907,0.8605,205.0697,19343.0504,258.6241,24394.5336,1677.4644,158225.64
655,B,05,001,0.9128,0.0001907,0.6901,91.1756,0.9615,1.2225,1.0083,0.818,206.1532,18796.1338,265.3273,24191.3736,1629.9144,148608.396
656,B,05,001,0.9128,0.0001907,0.6901,71.0512,0.9642,1.2586,0.9867,0.7946,219.5896,15602.1135,267.9094,19035.2986,1626.58,115570.527
657,B,05,001,0.9128,0.0001907,0.6901,140.4597,0.9221,1.5442,0.9884,0.6476,217.0312,30484.1316,298.4912,41925.9827,1583.3928,222402.846
658,B,05,001,0.9128,0.0001907,0.6901,101.0324,0.9523,1.3055,1.0061,0.766,198.084,20012.9034,255.7981,25843.8968,1715.3225,173303.152
659,B,05,001,0.9128,0.0001907,0.6901,119.9246,0.8193,1.539,0.9685,0.6498,592.4977,71055.0753,264.8642,31763.7384,1662.7705,199407.159
660,B,05,001,0.9128,0.0001907,0.6901,138.68,0.856,1.7455,0.9956,0.5729,638.4274,88537.1034,271.388,37636.0757,1592.31,220821.511
661,B,05,001,0.9128,0.0001907,0.6901,84.7413,0.9282,1.3519,0.981,0.7397,204.3586,17317.6108,261.2601,22139.5123,1639.1438,138903.125
662,B,05,001,0.9128,0.0001907,0.6901,82.0033,0.9493,1.1491,0.9967,0.8703,227.3205,18641.0258,262.2204,21502.926,1637.005,134239.754
663,B,05,001,0.9128,0.0001907,0.6901,150.3165,0.9767,1.1422,0.9887,0.8755,208.0128,31267.7487,269.8588,40564.2356,1623.7851,244081.689
664,B,05,001,0.9128,0.0001907,0.6901,131.1505,0.9375,1.2213,0.9933,0.8188,1427.5689,187226.32,264.3267,34666.5718,1652.2944,216699.17
665,B,05,001,0.9128,0.0001907,0.6901,97.7468,0.9731,1.0186,1.0021,0.9817,1087.9398,106342.627,265.2885,25931.1023,1638.4048,160148.815
666,B,05,001,0.9128,0.0001907,0.6901,96.104,0.9678,1.2643,1.005,0.791,209.1624,20101.341,270.4288,25989.2849,1732.8348,166532.338
667,B,05,001,0.9128,0.0001907,0.6901,86.1103,0.9412,1.2783,0.9976,0.7823,206.8235,17809.6304,264.4881,22775.1403,1714.5469,147640.1
668,B,05,001,0.9128,0.0001907,0.6901,59.9623,0.9675,1.1764,0.9843,0.85,246.6804,14791.527,273.1553,16379.0226,1631.1849,97809.6327
669,B,05,001,0.9128,0.0001907,0.6901,123.6209,0.931,1.24,1.0011,0.8064,1000.6268,123698.433,278.0664,34374.8373,1565.7176,193555.494
670,B,05,001,0.9128,0.0001907,0.6901,116.2283,0.9511,1.3673,1.0059,0.7314,620.8151,72156.3011,266.1955,30939.4619,1611.2238,187269.855
671,B,05,001,0.9128,0.0001907,0.6901,159.3519,0.9686,1.2306,1.003,0.8126,810.1031,129091.482,277.1254,44160.4689,1695.2595,270142.846
672,B,05,001,0.9128,0.0001907,0.6901,146.0726,0.9225,1.4013,0.9857,0.7136,1348.1996,196935.014,272.5942,39818.5398,1731.2249,252884.513
673,B,05,001,0.9128,0.0001907,0.6901,54.2125,0.9597,1.1153,0.9863,0.8966,229.7702,12456.419,265.5859,14398.0756,1593.9268,86410.7683
674,B,05,001,0.9128,0.0001907,0.6901,122.3888,0.9396,1.3259,0.9808,0.7542,1014.5257,124166.632,274.8412,33637.4925,1714.3412,209816.235
675,B,05,001,0.9128,0.0001907,0.6901,79.1284,0.931,1.2273,1.0009,0.8148,211.2751,16717.8507,285.4533,22587.45,1620.1644,128200.946
676,B,05,001,0.9128,0.0001907,0.6901,147.8523,0.9729,1.196,1.0028,0.8361,207.3824,30661.965,270.6157,40011.1585,1589.2519,234974.535
677,B,05,001,0.9128,0.0001907,0.6901,123.3471,0.9434,1.2936,0.9978,0.773,568.7347,70151.8073,274.293,33833.2599,1562.4151,192719.444
678,B,05,001,0.9128,0.0001907,0.6901,80.6343,0.9588,1.3718,1.0155,0.729,213.3803,17205.7633,276.4244,22289.2812,1698.0781,136923.273
679,B,05,001,0.9128,0.0001907,0.6901,97.3361,0.95,1.3653,1.0035,0.7325,203.1125,19770.1792,263.7046,25667.9799,1501.737,146173.214
680,B,05,001,0.9128,0.0001907,0.6901,83.2354,0.9611,1.2538,1.0066,0.7976,216.847,18049.3428,275.7862,22955.1641,1717.1612,142928.54
681,B,05,001,0.9128,0.0001907,0.6901,91.4494,0.881,1.4833,0.9845,0.6742,204.6183,18712.2139,262.6602,24020.1113,1685.8204,154167.232
682,B,05,001,0.9128,0.0001907,0.6901,109.1095,0.9028,1.5576,0.995,0.642,205.1518,22384.0162,262.1769,28605.9967,1685.266,183878.561
683,B,05,001,0.9128,0.0001907,0.6901,127.3173,0.9434,1.4249,0.9973,0.7018,202.4301,25772.8455,266.2688,33900.6148,1467.6054,186851.487
684,B,05,001,0.9128,0.0001907,0.6901,140.7335,0.8802,1.7085,0.999,0.5853,715.3745,100677.146,262.4027,36928.8489,1719.3307,241967.401
685,B,05,001,0.9128,0.0001907,0.6901,107.8774,0.916,1.5799,1.0096,0.6329,1120.9201,120921.958,272.6865,29416.7201,1650.4987,178051.538
686,B,05,001,0.9128,0.0001907,0.6901,91.8601,0.9486,1.3317,1.0113,0.7509,227.1341,20864.56,269.5618,24761.9739,1656.8256,152196.141
687,B,05,001,0.9128,0.0001907,0.6901,96.5147,0.8865,1.6402,1.0043,0.6097,1454.1362,140345.506,283.5206,27363.9005,1602.6738,154681.566
688,B,05,001,0.9128,0.0001907,0.6901,129.9184,0.9529,1.2024,1.0011,0.8317,1341.1423,174239.002,268.9347,34939.551,1716.235,222970.434
689,B,05,001,0.9128,0.0001907,0.6901,173.5895,0.9789,1.232,1.0012,0.8117,838.9606,145634.785,254.6412,44203.0449,1724.7106,299391.726
690,B,05,001,0.9128,0.0001907,0.6901,93.6398,0.9638,1.2153,0.9978,0.8228,205.4327,19236.6789,262.5058,24580.9918,1539.2076,144131.072
691,B,05,001,0.9128,0.0001907,0.6901,98.0206,0.935,1.4124,0.9965,0.708,193.4246,18959.5927,245.2696,24041.4678,1686.3631,165298.319
692,B,05,001,0.9128,0.0001907,0.6901,86.6579,0.9659,1.2951,0.9961,0.7721,196.1754,17000.1391,255.2907,22122.9473,1646.7457,142703.476
693,B,05,001,0.9128,0.0001907,0.6901,83.9199,0.9533,1.2763,1.0066,0.7835,201.323,16894.9997,258.4649,21690.3425,1586.0359,133099.922
694,B,05,001,0.9128,0.0001907,0.6901,98.9789,0.9491,1.3771,0.9945,0.7261,2795.556,276701.054,305.657,30253.5915,1674.6556,165755.566
695,B,05,001,0.9128,0.0001907,0.6901,146.894,0.9303,1.3793,1.0085,0.725,257.2759,37792.2789,237.5135,34889.3086,1699.8639,249699.802
696,B,05,001,0.9128,0.0001907,0.6901,90.3542,0.8989,1.4584,0.9932,0.6857,204.4167,18469.9004,259.5106,23447.8682,1549.5939,140012.291
697,B,05,001,0.9128,0.0001907,0.6901,98.1575,0.9641,1.1411,0.9917,0.8764,1323.4254,129904.122,270.4212,26543.8679,1581.3905,155225.334
698,B,05,001,0.9128,0.0001907,0.6901,92.8184,0.9303,1.5356,0.9912,0.6512,1213.792,112662.217,273.1268,25351.1927,1579.0723,146566.939
699,B,05,001,0.9128,0.0001907,0.6901,109.6571,0.9512,1.3178,1.0006,0.7589,205.8639,22574.4444,263.5356,28898.5526,1662.4919,182304.071
700,B,05,001,0.9128,0.0001907,0.6901,206.5825,0.9069,1.4535,0.9902,0.688,510.9629,105555.998,267.8502,55333.1741,1639.1696,338623.786
701,B,05,001,0.9128,0.0001907,0.6901,120.3353,0.8279,1.7038,1.0034,0.5869,1173.4357,141205.787,261.5222,31470.3611,1718.2992,206772.12
702,B,05,001,0.9128,0.0001907,0.6901,86.1103,0.8077,1.7839,0.9714,0.5606,203.9634,17563.3468,262.9205,22640.1566,1613.035,138898.881
703,B,05,001,0.9128,0.0001907,0.6901,101.9907,0.9001,1.4113,0.9987,0.7086,217.5477,22187.8381,266.5154,27182.097,1616.4537,164863.25
704,B,05,001,0.9128,0.0001907,0.6901,132.5195,0.9091,1.543,0.9898,0.6481,1750.1436,231928.093,264.3006,35024.9767,1657.8667,219699.613
705,B,05,001,0.9128,0.0001907,0.6901,70.2298,0.9923,1.0741,1.0069,0.931,209.0273,14679.9533,282.3275,19827.8143,1706.3177,119834.423
706,B,05,001,0.9128,0.0001907,0.6901,72.0095,0.8387,1.742,0.9625,0.574,212.6122,15310.1052,287.1597,20678.2388,1670.8593,120317.817
707,B,05,001,0.9128,0.0001907,0.6901,94.735,0.938,1.3419,1.0014,0.7452,204.8396,19405.4769,259.8439,24616.312,1597.7775,151365.431
708,B,05,001,0.9128,0.0001907,0.6901,107.8774,0.9413,1.2153,0.9875,0.8229,201.1256,21696.9137,258.1421,27847.7061,1635.8794,176474.447
709,B,05,001,0.9128,0.0001907,0.6901,125.6745,0.9024,1.5967,1.0088,0.6263,1198.8617,150666.281,277.7691,34908.4746,1638.7876,205953.73
710,B,05,001,0.9128,0.0001907,0.6901,108.0143,0.9606,1.2769,0.995,0.7832,303.2142,32751.4739,295.128,31878.0502,1669.1179,180288.625
711,B,05,001,0.9128,0.0001907,0.6901,128.9601,0.8594,1.5025,0.9848,0.6656,205.2771,26472.5428,262.2473,33819.4329,1721.5945,222016.924
712,B,05,001,0.9128,0.0001907,0.6901,91.8601,0.9123,1.4845,1.0121,0.6736,205.0864,18839.2574,264.2996,24278.5791,1533.4337,140861.346
713,B,05,001,0.9128,0.0001907,0.6901,133.4778,0.8789,1.5575,0.9959,0.642,683.4605,91226.7831,259.0862,34582.2413,1648.4574,220032.417
714,B,05,001,0.9128,0.0001907,0.6901,54.4863,0.8995,1.4643,0.9743,0.6829,265.7035,14477.204,263.7186,14369.0527,1724.6332,93968.8955
715,B,05,001,0.9128,0.0001907,0.6901,83.3723,0.821,1.6356,0.9713,0.6114,218.33,18202.6711,278.9146,23253.7436,1645.6847,137204.466
716,B,05,001,0.9128,0.0001907,0.6901,138.68,0.8719,1.8075,0.9825,0.5533,2423.617,336107.148,271.5676,37660.9915,1650.0553,228829.629
717,B,05,001,0.9128,0.0001907,0.6901,84.1937,0.9646,1.2395,0.9935,0.8068,205.5789,17308.4385,263.452,22180.9931,1593.9984,134204.571
718,B,05,001,0.9128,0.0001907,0.6901,86.6579,0.9016,1.6303,0.9898,0.6134,207.2796,17962.4111,266.4471,23089.7371,1684.8894,146008.934
719,B,05,001,0.9128,0.0001907,0.6901,61.3313,0.9562,1.197,1.0045,0.8354,217.4531,13336.6878,269.2656,16514.4169,1717.0246,105307.387
720,B,05,001,0.9128,0.0001907,0.6901,95.2826,0.9352,1.3264,0.9978,0.7539,210.625,20068.8956,267.3621,25474.9505,1657.1451,157897.079
721,B,05,001,0.9128,0.0001907,0.6901,146.6202,0.9109,1.5984,0.9944,0.6256,883.0383,129471.244,260.8926,38252.1269,1612.6405,236445.665
722,B,05,001,0.9128,0.0001907,0.6901,102.8121,0.8106,1.975,0.996,0.5063,1232.1025,126675.055,268.3755,27592.2502,1716.8375,176511.684
723,B,05,001,0.9128,0.0001907,0.6901,86.2472,0.8243,1.5714,0.9937,0.6364,202.9444,17503.3845,262.446,22635.2282,1704.2333,146985.306
724,B,05,001,0.9128,0.0001907,0.6901,112.6689,0.9024,1.6512,0.9946,0.6056,1322.0267,148951.331,265.8262,29950.3574,1649.1616,185809.266
725,B,05,001,0.9128,0.0001907,0.6901,138.4062,0.9256,1.4869,0.9931,0.6726,198.2473,27438.6481,255.3175,35337.5201,1707.1682,236282.617
726,B,05,001,0.9128,0.0001907,0.6901,79.676,0.9682,1.2407,1.0122,0.806,210.677,16785.8902,273.0808,21757.9712,1666.0223,132741.928
727,B,05,001,0.9128,0.0001907,0.6901,110.2047,0.9342,1.3649,0.9975,0.7326,205.3043,22625.5083,257.395,28366.1474,1642.7913,181043.356
728,B,05,001,0.9128,0.0001907,0.6901,112.2582,0.8759,1.7442,1.0049,0.5733,206.9939,23236.768,263.3049,29558.1381,1708.4585,191788.522
729,B,05,001,0.9128,0.0001907,0.6901,135.2575,0.9281,1.3809,0.988,0.7241,845.9808,114425.219,268.8512,36364.1352,1609.8532,217744.677
730,B,05,001,0.9128,0.0001907,0.6901,55.8553,0.9174,1.4201,0.9927,0.7042,214.8971,12003.1422,304.0098,16980.5624,1550.4828,86602.7025
731,B,05,001,0.9128,0.0001907,0.6901,120.0615,0.7705,2.2913,0.9955,0.4364,1381.0764,165814.159,277.2372,33285.5219,1672.1653,200762.746
732,B,05,001,0.9128,0.0001907,0.6901,97.7468,0.8291,1.4591,0.9855,0.6853,210.2297,20549.2787,270.5392,26444.3414,1597.8613,156185.826
733,B,05,001,0.9128,0.0001907,0.6901,115.4069,0.9476,1.35,0.978,0.7407,718.0795,82871.3486,264.7295,30551.6234,1606.4448,185394.868
734,B,05,001,0.9128,0.0001907,0.6901,75.569,0.9175,1.5477,1.0138,0.6461,233.5272,17647.4036,285.9149,21606.2857,1706.654,128970.052
735,B,05,001,0.9128,0.0001907,0.6901,142.6501,0.902,1.4481,0.9729,0.6906,767.4299,109473.947,265.5825,37885.3711,1623.5432,231598.574
736,B,05,001,0.9128,0.0001907,0.6901,109.2464,0.9072,1.5376,0.9834,0.6504,207.6955,22689.9883,272.6291,29783.7498,1666.3233,182039.853
737,B,05,001,0.9128,0.0001907,0.6901,110.7523,0.974,1.227,0.9951,0.815,206.4425,22863.9885,264.5142,29295.5634,1585.419,175588.839
738,B,05,001,0.9128,0.0001907,0.6901,184.2678,0.9724,1.2658,1.0147,0.79,210.1872,38730.7303,271.367,50004.194,1673.815,308430.156
739,B,05,001,0.9128,0.0001907,0.6901,95.1457,0.8273,1.889,0.9879,0.5294,232.5367,22124.8639,261.2489,24856.7089,1696.1813,161384.34
740,B,05,001,0.9128,0.0001907,0.6901,110.8892,0.9195,1.4774,0.9866,0.6769,959.0198,106344.954,267.0617,29614.2672,1564.9593,173537.114
741,B,05,001,0.9128,0.0001907,0.6901,93.0922,0.9341,1.276,0.9869,0.7837,208.6265,19421.4942,267.6647,24917.4926,1726.1706,160692.994
742,B,05,001,0.9128,0.0001907,0.6901,85.5627,0.7229,2.4215,0.9623,0.413,1072.8064,91792.1812,278.544,23832.9687,1675.9216,143396.329
743,B,05,001,0.9128,0.0001907,0.6901,101.7169,0.9081,1.4153,0.9893,0.7065,210.6191,21423.5238,275.7564,28049.0864,1600.9098,162839.59
744,B,05,001,0.9128,0.0001907,0.6901,139.7752,0.9145,1.2922,0.9908,0.7739,1136.2057,158813.353,265.1361,37059.4517,1723.8981,240958.172
745,B,05,001,0.9128,0.0001907,0.6901,104.318,0.9001,1.4874,0.9864,0.6723,923.3491,96321.9374,292.9501,30559.9743,1600.6207,166973.568
746,B,05,001,0.9128,0.0001907,0.6901,95.2826,0.7999,2.0863,0.9929,0.4793,202.5345,19298.0102,261.5,24916.3974,1735.5647,165369.096
747,B,05,001,0.9128,0.0001907,0.6901,98.1575,0.9583,1.3642,1,0.733,198.5941,19493.5038,248.7517,24416.8483,1703.6318,167224.232
748,B,05,001,0.9128,0.0001907,0.6901,96.3778,0.8733,1.7125,0.9867,0.5839,197.6705,19051.0421,253.6989,24450.9365,1721.7798,165941.34
749,B,05,001,0.9128,0.0001907,0.6901,66.9442,0.8788,1.7475,0.9949,0.5722,223.2065,14942.3911,306.0879,20490.8223,1633.0082,109320.482
750,B,05,001,0.9128,0.0001907,0.6901,89.1221,0.8838,1.2554,0.9637,0.7966,205.9647,18355.9994,271.619,24207.254,1744.7496,155495.712
751,B,05,001,0.9128,0.0001907,0.6901,134.2992,0.9,1.5888,0.9889,0.6294,267.9327,35983.1418,254.3028,34152.6482,1674.0204,224819.546
752,B,05,001,0.9128,0.0001907,0.6901,117.5973,0.9151,1.2499,0.975,0.8,209.4005,24624.9367,268.9756,31630.8083,1691.1281,198872.153
753,B,05,001,0.9128,0.0001907,0.6901,82.8247,0.8157,2.0096,1.0263,0.4976,208.3868,17259.5651,267.1174,22123.9056,1664.1091,137829.279
754,B,05,001,0.9128,0.0001907,0.6901,83.2354,0.9221,1.3007,1.0142,0.7688,288.1102,23980.9579,273.0658,22728.7311,1650.7039,137396.948
755,B,05,001,0.9128,0.0001907,0.6901,65.849,0.9569,1.2952,0.9979,0.7721,208.8233,13750.8111,263.8794,17376.2042,1612.5447,106184.507
756,B,05,001,0.9128,0.0001907,0.6901,69.8191,0.9473,1.3642,0.9951,0.7331,222.7765,15554.0615,282.4569,19720.8951,1650.6863,115249.495
757,B,05,001,0.9128,0.0001907,0.6901,104.1811,0.7526,1.9432,0.936,0.5146,203.2286,21172.5856,256.1038,26681.1789,1714.3863,178606.668
758,B,05,001,0.9128,0.0001907,0.6901,95.1457,0.8616,1.7394,1.0014,0.5749,196.6,18705.6427,251.4489,23924.2811,1672.2432,159106.73
759,B,05,001,0.9128,0.0001907,0.6901,78.307,0.9059,1.4097,0.9871,0.7093,274.7937,21518.2588,308.4021,24150.0297,1596.8636,125045.531
760,B,05,001,0.9128,0.0001907,0.6901,97.0623,0.8532,1.7787,0.9868,0.5622,198.2764,19245.1667,261.1439,25347.2226,1696.8491,164700.065
761,B,05,001,0.9128,0.0001907,0.6901,116.5021,0.8576,1.7961,0.9878,0.5568,779.9013,90860.1641,266.1422,31006.1323,1610.4113,187616.349
762,B,05,001,0.9128,0.0001907,0.6901,113.4903,0.9575,1.3811,1.0012,0.724,234.731,26639.6981,261.3245,29657.8015,1633.3631,185370.911
763,B,05,001,0.9128,0.0001907,0.6901,99.6634,0.9262,1.502,0.9959,0.6658,197.3201,19665.5874,254.7555,25389.7986,1720.8242,171503.187
764,B,05,001,0.9128,0.0001907,0.6901,136.2158,0.7666,2.1749,0.9803,0.4598,1015.4412,138319.108,264.0693,35970.41,1716.4754,233811.019
765,B,05,001,0.9128,0.0001907,0.6901,110.0678,0.7677,2.1992,0.9543,0.4547,651.1754,71673.4538,265.4142,29213.5601,1612.2662,177458.623
766,B,05,001,0.9128,0.0001907,0.6901,140.4597,0.9212,1.4501,0.9861,0.6896,1619.307,227447.347,262.9444,36933.0928,1665.3051,233908.219
767,B,05,001,0.9128,0.0001907,0.6901,96.5147,0.9236,1.5307,1.0159,0.6533,205.4184,19825.8977,268.8681,25949.7207,1594.9972,153940.662
768,B,05,001,0.9128,0.0001907,0.6901,83.783,0.8667,1.6469,0.9823,0.6072,203.1291,17018.7575,261.134,21878.5804,1658.9101,138988.414
769,B,05,001,0.9128,0.0001907,0.6901,99.3896,0.8765,1.5646,0.9686,0.6391,201.876,20064.3779,268.7328,26709.2434,1725.708,171517.425
770,B,05,001,0.9128,0.0001907,0.6901,83.5092,0.9112,1.5935,1.0124,0.6275,209,17453.4159,270.9639,22627.9725,1544.3656,128968.683
771,B,05,001,0.9128,0.0001907,0.6901,108.6988,0.9333,1.4821,0.9975,0.6747,210.1889,22847.2867,284.4181,30915.915,1590.1889,172851.655
772,B,05,001,0.9128,0.0001907,0.6901,153.4652,0.9536,1.2679,0.9973,0.7887,213.4781,32761.4676,265.0169,40670.8809,1629.3577,250049.719
773,B,05,001,0.9128,0.0001907,0.6901,83.0985,0.9206,1.3742,0.9943,0.7277,203.1367,16880.3514,261.2932,21713.0679,1681.3575,139718.229
774,B,05,001,0.9128,0.0001907,0.6901,119.377,0.8956,1.3157,0.9689,0.7601,1256.3154,149975.208,267.6606,31952.5239,1709.7248,204101.88
775,B,05,001,0.9128,0.0001907,0.6901,99.2527,0.7947,1.6234,0.9242,0.616,212.3628,21077.5769,246.2248,24438.4786,1714.6621,170184.837
776,B,05,001,0.9128,0.0001907,0.6901,90.3542,0.7773,2.2217,0.9814,0.4501,225.5318,20377.7427,262.8879,23753.0189,1710.1121,154515.78
777,B,05,001,0.9128,0.0001907,0.6901,99.8003,0.958,1.2555,1.0014,0.7965,415.8642,41503.3715,283.8162,28324.9404,1620.9067,161766.976
778,B,05,001,0.9128,0.0001907,0.6901,40.9332,0.9562,1.236,1.005,0.8091,208.3579,8528.7502,266.5619,10911.2256,1611,65943.356
779,B,05,001,0.9128,0.0001907,0.6901,99.3896,0.9729,1.2288,1.0028,0.8138,206.4353,20517.5178,266.595,26496.7742,1678.7025,166845.566
780,B,05,001,0.9128,0.0001907,0.6901,84.0568,0.8698,1.5091,0.9895,0.6626,220.2834,18516.3096,283.9186,23865.2771,1667.9267,140200.529
781,B,05,001,0.9128,0.0001907,0.6901,114.4486,0.8526,1.7933,0.9812,0.5576,207.4007,23736.7278,262.0371,29989.7847,1668.4007,190946.175
782,B,05,001,0.9128,0.0001907,0.6901,85.4258,0.7581,2.1144,0.9796,0.4729,204.6715,17484.2185,272.3173,23262.9159,1591.867,135986.464
783,B,05,001,0.9128,0.0001907,0.6901,92.5446,0.9132,1.4962,1.003,0.6684,205.8417,19049.5362,257.5296,23832.9687,1635.6006,151365.978
784,B,05,001,0.9128,0.0001907,0.6901,169.0718,0.9891,1.0352,1.0065,0.966,268.9725,45475.6699,258.9887,43787.6895,1703.0575,287939.06
785,B,05,001,0.9128,0.0001907,0.6901,104.8656,0.8121,1.892,0.966,0.5285,212.842,22319.8099,251.4595,26369.4569,1712.7728,179610.969
786,B,05,001,0.9128,0.0001907,0.6901,134.4361,0.8666,1.5216,0.9954,0.6572,809.2536,108792.868,270.6283,36382.2061,1711.169,230042.839
787,B,05,001,0.9128,0.0001907,0.6901,131.0136,0.8668,1.6345,0.9785,0.6118,1208.5423,158335.434,261.28,34231.229,1702.9906,223114.864
788,B,05,001,0.9128,0.0001907,0.6901,38.6059,0.9267,1.2954,0.9658,0.772,209.4362,8085.4671,271.1738,10468.9008,1719.7163,66391.1568
789,B,05,001,0.9128,0.0001907,0.6901,79.4022,0.7904,1.9201,0.9983,0.5208,219.0517,17393.1798,276.569,21960.1729,1647.0759,130781.379
790,B,05,001,0.9128,0.0001907,0.6901,97.1992,0.9376,1.4108,1.0071,0.7088,217.5507,21145.7532,300.9239,29249.5649,1740.5887,169183.823
791,B,05,001,0.9128,0.0001907,0.6901,140.7335,0.761,2.0474,0.938,0.4884,285.8959,40235.1274,255.0146,35889.0913,1663.3239,234085.367
792,B,05,001,0.9128,0.0001907,0.6901,107.7405,0.8279,1.7458,0.9704,0.5728,961.352,103576.557,274.4803,29572.6495,1718.6569,185168.983
793,B,05,001,0.9128,0.0001907,0.6901,139.5014,0.8242,1.9705,0.9903,0.5075,848.0658,118306.342,272.3916,37998.9983,1671.9774,233243.157
